arquivo	escopo	categoria	git_blob_base_70d6b726	bytes	revisao
backend/src/modules/api/admin/private/psychologists/dashboard/DTOs/types/profile-performance.ts	backend	codigo	1cb4a5fdaf39c9c05f192aab0a97f877bf2306b4	7657	inventariado_nao_revisado
backend/src/modules/api/admin/private/psychologists/dashboard/DTOs/types/statistics.ts	backend	codigo	37bbd4927b12fc5f822df6a7fd09a0ae2f73628f	6521	inventariado_nao_revisado
backend/src/modules/api/admin/private/psychologists/dashboard/DTOs/types/summary.ts	backend	codigo	149620879ebf9bc3f4262c1acc4e6bbc63b8e10c	8565	inventariado_nao_revisado
backend/src/modules/api/admin/private/psychologists/dashboard/index.ts	backend	codigo	724c1c8a7787127cbfab72bd4579f08edd35b566	204	inventariado_nao_revisado
backend/src/modules/api/admin/private/psychologists/dashboard/repositories/AdminPsychologistsDashboardRepository.ts	backend	codigo	fc2192272bd5afd5531720cac76264226b5396d9	11217	inventariado_nao_revisado
backend/src/modules/api/admin/private/psychologists/dashboard/repositories/interfaces/IAdminPsychologistsDashboardRepository.ts	backend	codigo	7d33373f8daf9d94b991c5e45bc651d214be486f	13416	inventariado_nao_revisado
backend/src/modules/api/admin/private/psychologists/dashboard/repositories/queries/AdminPsychologistsDashboardDirectoryRepository.ts	backend	codigo	be39a51fd99174b58eebe5d7ca7a30d6c6fe4343	14127	inventariado_nao_revisado
backend/src/modules/api/admin/private/psychologists/dashboard/repositories/queries/AdminPsychologistsDashboardEngagementRepository.ts	backend	codigo	2de80904d3ac72695402689bba97de74d98d3010	11337	inventariado_nao_revisado
backend/src/modules/api/admin/private/psychologists/dashboard/repositories/queries/AdminPsychologistsDashboardMetricsRepository.ts	backend	codigo	c98e62bc515d3e50f347fbacffe2027173fab5eb	8748	inventariado_nao_revisado
backend/src/modules/api/admin/private/psychologists/dashboard/repositories/queries/AdminPsychologistsDashboardTrafficRepository.ts	backend	codigo	31a0e469ded3c4549e28e5ddf526a7013cc1686e	12296	inventariado_nao_revisado
backend/src/modules/api/admin/private/psychologists/dashboard/repositories/support/dashboard-selects.ts	backend	codigo	7476a805ec9005567703e9c08cdc63a1be2e4d96	8711	inventariado_nao_revisado
backend/src/modules/api/admin/private/psychologists/dashboard/use-cases/controller.ts	backend	codigo	8f4b01f92cc04a58f2469e7d72dc947ace0cd876	399	inventariado_nao_revisado
backend/src/modules/api/admin/private/psychologists/dashboard/use-cases/services.ts	backend	codigo	fbe9d227b97a6968312f7fed6df60d45d0bb0c0b	23510	inventariado_nao_revisado
backend/src/modules/api/admin/private/psychologists/dashboard/use-cases/services/conversion-behavior/community-favorite-cells.ts	backend	codigo	a008fc13949ebce97372ab77b4115e844bec87e0	12918	inventariado_nao_revisado
backend/src/modules/api/admin/private/psychologists/dashboard/use-cases/services/conversion-behavior/context.ts	backend	codigo	550a02dae909d69617828e61613113ab6c175fcc	26617	inventariado_nao_revisado
backend/src/modules/api/admin/private/psychologists/dashboard/use-cases/services/conversion-behavior/presentation-profile-cells.ts	backend	codigo	daebd5979f94098a5937ed0df08c5b3174a68623	18623	inventariado_nao_revisado
backend/src/modules/api/admin/private/psychologists/dashboard/use-cases/services/conversion-behavior/results.ts	backend	codigo	b2af4ba0a3213b0a932bd35eed289f2cfb74b1e9	4197	inventariado_nao_revisado
backend/src/modules/api/admin/private/psychologists/dashboard/use-cases/services/conversion-behavior/support.ts	backend	codigo	1cdfc1944e989e06b9ee52b8ee5332ac343897e3	15080	inventariado_nao_revisado
backend/src/modules/api/admin/private/psychologists/dashboard/use-cases/services/cross-matrix/config.ts	backend	codigo	b5b727bb968f382f5893fef99b6ba4a6cf3ca1d3	20643	inventariado_nao_revisado
backend/src/modules/api/admin/private/psychologists/dashboard/use-cases/services/cross-matrix/results.ts	backend	codigo	5e614f6efd593eee9ea3d923abb73c6dbe527749	24907	inventariado_nao_revisado
backend/src/modules/api/admin/private/psychologists/dashboard/use-cases/services/dashboard/plan-summary.ts	backend	codigo	431567b50e90bb85dc22af65e612c99bb3a3dd6b	14886	inventariado_nao_revisado
backend/src/modules/api/admin/private/psychologists/dashboard/use-cases/services/dashboard/statistics.ts	backend	codigo	1d4deb2293a2d9544a22ea1d589fc03b788cfd5b	8464	inventariado_nao_revisado
backend/src/modules/api/admin/private/psychologists/dashboard/use-cases/services/directory/filters.ts	backend	codigo	1a6aea4fb8099ba0988ee3d00031256628efe4b0	11908	inventariado_nao_revisado
backend/src/modules/api/admin/private/psychologists/dashboard/use-cases/services/plan/segments.ts	backend	codigo	6dcbb666417a391eb8839a0e5cda6d7375410b13	4754	inventariado_nao_revisado
backend/src/modules/api/admin/private/psychologists/dashboard/use-cases/services/pre-signup/conversion.ts	backend	codigo	3a1f85bd7f38b65f903074b3e4c3f840dcb9f9d0	20569	inventariado_nao_revisado
backend/src/modules/api/admin/private/psychologists/dashboard/use-cases/services/profile/activity.ts	backend	codigo	23df9da6dbc38dc314930b5acb3c98df7fd026cd	16802	inventariado_nao_revisado
backend/src/modules/api/admin/private/psychologists/dashboard/use-cases/services/profile/conversion-engagement.ts	backend	codigo	00cff62df452555b13d5fe160ff95b61dc44d648	15971	inventariado_nao_revisado
backend/src/modules/api/admin/private/psychologists/dashboard/use-cases/services/profile/conversion.ts	backend	codigo	1ce6450194922c9d783a9f5fa0d7fe0d451f1722	9360	inventariado_nao_revisado
backend/src/modules/api/admin/private/psychologists/dashboard/use-cases/services/profile/engagement-favorites.ts	backend	codigo	44b07685f4bb57dea801b613e17e1a87da9b5c1c	12164	inventariado_nao_revisado
backend/src/modules/api/admin/private/psychologists/dashboard/use-cases/services/profile/exposure.ts	backend	codigo	d45ac77daf16dd8f53ad84e3f4be1324aa9460be	10882	inventariado_nao_revisado
backend/src/modules/api/admin/private/psychologists/dashboard/use-cases/services/profile/favorites-matrix.ts	backend	codigo	27fe7053b0f6f4d6b14cf966ce45dcd571328741	12728	inventariado_nao_revisado
backend/src/modules/api/admin/private/psychologists/dashboard/use-cases/services/profile/visibility-matrix.ts	backend	codigo	1e7e3c7ba8cbbd21c8cf3782279bc5d8e6237011	12698	inventariado_nao_revisado
backend/src/modules/api/admin/private/psychologists/dashboard/use-cases/services/subscriptions/timeline.ts	backend	codigo	a798851a94e63f862452eedaae8f9a90e780080e	6617	inventariado_nao_revisado
backend/src/modules/api/admin/private/psychologists/dashboard/use-cases/services/support/constants.ts	backend	codigo	0047773df2f04af62e8e78563f7494a04daabd3a	12348	inventariado_nao_revisado
backend/src/modules/api/admin/private/psychologists/dashboard/use-cases/services/support/metrics.ts	backend	codigo	37073ade953b3dede004d0506bc6a0caadcbe3d6	4622	inventariado_nao_revisado
backend/src/modules/api/admin/private/psychologists/dashboard/use-cases/services/traffic/community.ts	backend	codigo	8c468ae82c179a0054d3f73e4e96abdd67825ce2	14339	inventariado_nao_revisado
backend/src/modules/api/admin/private/psychologists/dashboard/use-cases/services/traffic/presentation-video.ts	backend	codigo	a7a2de7733e6be3f3a395751dffba3629bd225b8	8879	inventariado_nao_revisado
backend/src/modules/api/admin/private/psychologists/dashboard/use-cases/services/traffic/profile.ts	backend	codigo	7d7f79ee9c21f67203419e62a077411a29ffa611	7092	inventariado_nao_revisado
backend/src/modules/api/admin/private/psychologists/dashboard/validator/index.ts	backend	codigo	bbf20007d35bea60a9238e2e75b5b5cecd77a844	415	inventariado_nao_revisado
backend/src/modules/api/admin/private/psychologists/detail/DTOs/IAdminPsychologistDetailDTO.ts	backend	codigo	04047dfac4176ac8c24665f2b59b8398c681d3c2	4220	inventariado_nao_revisado
backend/src/modules/api/admin/private/psychologists/detail/index.ts	backend	codigo	e49a2b41f3d896836180f052d07f597007d57add	218	inventariado_nao_revisado
backend/src/modules/api/admin/private/psychologists/detail/repositories/AdminPsychologistDetailRepository.ts	backend	codigo	8f4c4300bf9d95149975fce6c5d0460d33d66d2e	9541	inventariado_nao_revisado
backend/src/modules/api/admin/private/psychologists/detail/repositories/interfaces/IAdminPsychologistDetailRepository.ts	backend	codigo	19045a692e689a9778f1437309fde5722e74194c	1341	inventariado_nao_revisado
backend/src/modules/api/admin/private/psychologists/detail/use-cases/controller.ts	backend	codigo	59433826da579808188400d73d47c89bd8719bde	463	inventariado_nao_revisado
backend/src/modules/api/admin/private/psychologists/detail/use-cases/services.ts	backend	codigo	00c448928bf66378caf64a3cdeccf5013fe8f7ba	20618	inventariado_nao_revisado
backend/src/modules/api/admin/private/psychologists/detail/validator/index.ts	backend	codigo	20b5c1b2bd04cd7bb050dde637417ba7011d5ba3	403	inventariado_nao_revisado
backend/src/modules/api/admin/private/psychologists/engagement/DTOs/IAdminPsychologistEngagementDTO.ts	backend	codigo	ff7ea13c94b3ff2538a12af3269ae32e13459e1e	15521	inventariado_nao_revisado
backend/src/modules/api/admin/private/psychologists/engagement/index.ts	backend	codigo	cc5c06fd28caf5a196fae12e808351046ecb2e7e	360	inventariado_nao_revisado
backend/src/modules/api/admin/private/psychologists/engagement/repositories/AdminPsychologistEngagementRepository.ts	backend	codigo	85b406ae7ea4170caef1f1389c2c1236e67615d8	16831	inventariado_nao_revisado
backend/src/modules/api/admin/private/psychologists/engagement/repositories/queries/AdminPsychologistEngagementContentRepository.ts	backend	codigo	13309866d5ca0600dbd9cc343f7953303bac4fe0	10913	inventariado_nao_revisado
backend/src/modules/api/admin/private/psychologists/engagement/repositories/queries/AdminPsychologistEngagementProfileRepository.ts	backend	codigo	b40740b110905c2df92c3b38e2153eef68431737	10609	inventariado_nao_revisado
backend/src/modules/api/admin/private/psychologists/engagement/repositories/queries/AdminPsychologistEngagementRankingRepository.ts	backend	codigo	65fb0a0967383f9d62303f6ba3f82bc569d39fc7	6600	inventariado_nao_revisado
backend/src/modules/api/admin/private/psychologists/engagement/repositories/queries/AdminPsychologistEngagementTrafficRepository.ts	backend	codigo	3378f3116391a681d38c83a7a8c86f7cdf28fa2e	11303	inventariado_nao_revisado
backend/src/modules/api/admin/private/psychologists/engagement/repositories/support/engagement-selects.ts	backend	codigo	09812cd738fa4d4964d0569a705adfd4dc0b8161	3165	inventariado_nao_revisado
backend/src/modules/api/admin/private/psychologists/engagement/use-cases/controller.ts	backend	codigo	816566b59e418fc7eb49e22953ce80f262186d12	900	inventariado_nao_revisado
backend/src/modules/api/admin/private/psychologists/engagement/use-cases/services.ts	backend	codigo	c8d5b15164a9b3e661851cd5742339ecd04c1f9c	150	inventariado_nao_revisado
backend/src/modules/api/admin/private/psychologists/engagement/use-cases/services/business-content.ts	backend	codigo	fe4406c7bb50f687e8f588ccf99277a7106e760f	20355	inventariado_nao_revisado
backend/src/modules/api/admin/private/psychologists/engagement/use-cases/services/community-coverage.ts	backend	codigo	3b56097836bc5f279e0c8462c0b4b470220c02e3	12056	inventariado_nao_revisado
backend/src/modules/api/admin/private/psychologists/engagement/use-cases/services/community-traffic.ts	backend	codigo	134ce49ae0a946fdd8aa92a571549cf8a7f19063	13992	inventariado_nao_revisado
backend/src/modules/api/admin/private/psychologists/engagement/use-cases/services/profile-traffic.ts	backend	codigo	fe851f5b1231d5314b42bc8cca4b516ede488a74	11364	inventariado_nao_revisado
backend/src/modules/api/admin/private/psychologists/engagement/use-cases/services/publications.ts	backend	codigo	f14558423293efa192b9fedb05dee59bf57bae0a	14403	inventariado_nao_revisado
backend/src/modules/api/admin/private/psychologists/engagement/use-cases/services/statistics-context.ts	backend	codigo	89764a265d936d70bf7e1f56998aab1f64eb196f	17703	inventariado_nao_revisado
backend/src/modules/api/admin/private/psychologists/engagement/use-cases/services/statistics-data.ts	backend	codigo	01d4c14bd2a2cbd237445afd4afc4ee6de87c63b	12926	inventariado_nao_revisado
backend/src/modules/api/admin/private/psychologists/engagement/use-cases/services/statistics-response.ts	backend	codigo	4987b09a35feda472d0c62a000987ac45472f65b	11950	inventariado_nao_revisado
backend/src/modules/api/admin/private/psychologists/engagement/use-cases/services/statistics-utils.ts	backend	codigo	94d3190884c8c36e3e817f7afdce4326973464cb	978	inventariado_nao_revisado
backend/src/modules/api/admin/private/psychologists/engagement/use-cases/services/statistics.ts	backend	codigo	45d2fe316e84454ba7cc3c9c247d1b0372917cd1	1362	inventariado_nao_revisado
backend/src/modules/api/admin/private/psychologists/engagement/use-cases/services/traffic-quality.ts	backend	codigo	7ab8fd0f9ac5a56c4a221f0304930c89b564d8a8	11537	inventariado_nao_revisado
backend/src/modules/api/admin/private/psychologists/engagement/use-cases/services/video.ts	backend	codigo	64bd37ff7585a7ba2e78f4e6a8c79757ab2c0237	10815	inventariado_nao_revisado
backend/src/modules/api/admin/private/psychologists/engagement/use-cases/services/visibility-series.ts	backend	codigo	af7f4dfa7c739f6f9c5d8b3273991b01af872782	14531	inventariado_nao_revisado
backend/src/modules/api/admin/private/psychologists/engagement/validator/index.ts	backend	codigo	dd387480b523ff2d39aad89a86776165487cf69b	1560	inventariado_nao_revisado
backend/src/modules/api/admin/private/psychologists/feedback/DTOs/IAdminPsychologistFeedbackDTO.ts	backend	codigo	69fb6e82e51d70bcc7ec60a0d3d2848f6b46702d	4488	inventariado_nao_revisado
backend/src/modules/api/admin/private/psychologists/feedback/index.ts	backend	codigo	9d88d0181e50868f5c3aa8b514819792c35de298	445	inventariado_nao_revisado
backend/src/modules/api/admin/private/psychologists/feedback/repositories/AdminPsychologistFeedbackRepository.ts	backend	codigo	53c4cbb6b190c2a36e70c2e1fd83f4dc4d05feb0	12451	inventariado_nao_revisado
backend/src/modules/api/admin/private/psychologists/feedback/use-cases/controller.ts	backend	codigo	c75d77d1cc0653a9f7f22f809eee58e06453c420	1246	inventariado_nao_revisado
backend/src/modules/api/admin/private/psychologists/feedback/use-cases/services.ts	backend	codigo	1d4ddc2ab0ecfc6d98d78cdbbeffd85cdb601378	214	inventariado_nao_revisado
backend/src/modules/api/admin/private/psychologists/feedback/use-cases/services/report-resolution.ts	backend	codigo	1c6135347a2a315aaa290b748294c0bba081d288	7034	inventariado_nao_revisado
backend/src/modules/api/admin/private/psychologists/feedback/use-cases/services/reports.ts	backend	codigo	94782dac97480b65bc70b15d4afbc60dbf5da587	11327	inventariado_nao_revisado
backend/src/modules/api/admin/private/psychologists/feedback/use-cases/services/reviews.ts	backend	codigo	096fd393087e4ea70d00519b7dc5cca9fe5e1043	9677	inventariado_nao_revisado
backend/src/modules/api/admin/private/psychologists/feedback/validator/index.ts	backend	codigo	b265506b539d0a2fe95b01d38cfe734f966a3a33	2430	inventariado_nao_revisado
backend/src/modules/api/admin/private/psychologists/list/DTOs/IAdminPsychologistsListDTO.ts	backend	codigo	6d53acee29964eb82464bc381e2df91dd09e3587	7264	inventariado_nao_revisado
backend/src/modules/api/admin/private/psychologists/list/index.ts	backend	codigo	724c1c8a7787127cbfab72bd4579f08edd35b566	204	inventariado_nao_revisado
backend/src/modules/api/admin/private/psychologists/list/repositories/AdminPsychologistsListRepository.ts	backend	codigo	26be070cec39dd0e9bf689d5aeeb733d836e7048	5165	inventariado_nao_revisado
backend/src/modules/api/admin/private/psychologists/list/repositories/interfaces/IAdminPsychologistsListRepository.ts	backend	codigo	fef88913ee8d2ab19c085ec357a1ab998ae71930	4769	inventariado_nao_revisado
backend/src/modules/api/admin/private/psychologists/list/repositories/queries/AdminPsychologistsListEngagementRepository.ts	backend	codigo	293827cedd069ab79afe39bee714399649c485b7	10964	inventariado_nao_revisado
backend/src/modules/api/admin/private/psychologists/list/repositories/queries/AdminPsychologistsListProfilesRepository.ts	backend	codigo	a21cbbf84c78d4bc9c5044620484ba4e944607fa	7095	inventariado_nao_revisado
backend/src/modules/api/admin/private/psychologists/list/repositories/queries/AdminPsychologistsListVisibilityRepository.ts	backend	codigo	f36ff2317aa9db7ea0be082c504c58c93dff68e0	3800	inventariado_nao_revisado
backend/src/modules/api/admin/private/psychologists/list/repositories/support/list-selects.ts	backend	codigo	388a79981e85505bf7df943f651a8b149fa0d79e	4583	inventariado_nao_revisado
backend/src/modules/api/admin/private/psychologists/list/use-cases/controller.ts	backend	codigo	e2b0178293471aee55f4155937f00b3511e5262e	394	inventariado_nao_revisado
backend/src/modules/api/admin/private/psychologists/list/use-cases/services.ts	backend	codigo	a464174df96d2e1f59cec1116441705a3e4ef9a3	398	inventariado_nao_revisado
backend/src/modules/api/admin/private/psychologists/list/use-cases/services/filters.ts	backend	codigo	80eb5b0bf180320d042c4b8eaace5638dba9d176	6662	inventariado_nao_revisado
backend/src/modules/api/admin/private/psychologists/list/use-cases/services/items.ts	backend	codigo	58d414a766edca59eab759b65b2137035173ae1e	11632	inventariado_nao_revisado
backend/src/modules/api/admin/private/psychologists/list/use-cases/services/list-builder.ts	backend	codigo	81cc1418c8837d8a0907090f5ed8d12337a47cdb	10947	inventariado_nao_revisado
backend/src/modules/api/admin/private/psychologists/list/use-cases/services/list-support.ts	backend	codigo	f977ac82b68af41a0189a86e62c7e663d9dcd817	12161	inventariado_nao_revisado
backend/src/modules/api/admin/private/psychologists/list/validator/index.ts	backend	codigo	36ab7f5fb7e5793a007e887fd0f5631e22711584	3273	inventariado_nao_revisado
backend/src/modules/api/admin/private/psychologists/profile-edit/DTOs/IAdminPsychologistProfileEditDTO.ts	backend	codigo	5d280511863eb79c1170e2d8b3d95127945bf6db	1195	inventariado_nao_revisado
backend/src/modules/api/admin/private/psychologists/profile-edit/index.ts	backend	codigo	121f033e7fb70b2d382e65c22ea97eb7979d39a2	440	inventariado_nao_revisado
backend/src/modules/api/admin/private/psychologists/profile-edit/repositories/AdminPsychologistProfileEditRepository.ts	backend	codigo	0a3719a8479351e9563ecd8dd5cf61a588baea05	9831	inventariado_nao_revisado
backend/src/modules/api/admin/private/psychologists/profile-edit/use-cases/controller.ts	backend	codigo	e866cfae8ed119f541ae8056fae3cd27427ae89f	971	inventariado_nao_revisado
backend/src/modules/api/admin/private/psychologists/profile-edit/use-cases/services.ts	backend	codigo	59b8cd07f6d4639498bca3248d8a0888cacfaf4a	120	inventariado_nao_revisado
backend/src/modules/api/admin/private/psychologists/profile-edit/use-cases/services/personal.ts	backend	codigo	163e49ca895dda647ce731ba1f714216cb607be2	11869	inventariado_nao_revisado
backend/src/modules/api/admin/private/psychologists/profile-edit/use-cases/services/professional.ts	backend	codigo	89bf52cc93e993c32b0b7230fd9e5cb830590ca1	8084	inventariado_nao_revisado
backend/src/modules/api/admin/private/psychologists/profile-edit/use-cases/services/updates.ts	backend	codigo	07dca906cc857243f6f9c0519f2677e5766c29b8	9396	inventariado_nao_revisado
backend/src/modules/api/admin/private/psychologists/profile-edit/validator/index.ts	backend	codigo	6a6e534fb3aeaddcd3cc97a49d6ce219ef2dba37	2243	inventariado_nao_revisado
backend/src/modules/api/admin/private/psychologists/registry-verification/DTOs/IAdminPsychologistRegistryVerificationDTO.ts	backend	codigo	e5890dbaf679e76f78ae632ffe2ed4808c7f7b32	3072	inventariado_nao_revisado
backend/src/modules/api/admin/private/psychologists/registry-verification/index.ts	backend	codigo	748039cc2dc4f3c83d6e6b9b595e9850c46f56bd	587	inventariado_nao_revisado
backend/src/modules/api/admin/private/psychologists/registry-verification/repositories/AdminPsychologistRegistryVerificationRepository.ts	backend	codigo	e509b5cc28aaf36c6ac7c1e03eb343fa9dd6f1e0	5436	inventariado_nao_revisado
backend/src/modules/api/admin/private/psychologists/registry-verification/use-cases/controller.ts	backend	codigo	d4b3a3f7224391b60ff02f5e7667825eb3325c53	1635	inventariado_nao_revisado
backend/src/modules/api/admin/private/psychologists/registry-verification/use-cases/services.ts	backend	codigo	2d78110856a08bb3feb366c1eefcdd97fb0ff085	209	inventariado_nao_revisado
backend/src/modules/api/admin/private/psychologists/registry-verification/use-cases/services/registry-decisions.ts	backend	codigo	37c4f23559035c0e77d7b3b96aef62f7798c4015	7302	inventariado_nao_revisado
backend/src/modules/api/admin/private/psychologists/registry-verification/use-cases/services/registry-response.ts	backend	codigo	091bb6af0d5719a6a38b37fa29f63918a84e014e	7000	inventariado_nao_revisado
backend/src/modules/api/admin/private/psychologists/registry-verification/use-cases/services/registry-support.ts	backend	codigo	cd5c71fe72da844541afcdab41697005aae95611	7758	inventariado_nao_revisado
backend/src/modules/api/admin/private/psychologists/registry-verification/validator/index.ts	backend	codigo	332dabd021db276feede4294ea5141b6f6261bc7	2024	inventariado_nao_revisado
backend/src/modules/api/admin/private/settings/catalogs/DTOs/IAdminSettingsCatalogsDTO.ts	backend	codigo	3952973b24fca7c2e10c3d222496a5faf767b71d	1743	inventariado_nao_revisado
backend/src/modules/api/admin/private/settings/catalogs/index.ts	backend	codigo	0f75a8c7190fcadecd59424cf6f9104c95ae3137	3045	inventariado_nao_revisado
backend/src/modules/api/admin/private/settings/catalogs/repositories/AdminSettingsCatalogsRepository.ts	backend	codigo	8710fd5a1c11b7bfa0cf018fbfca6439904c2ab2	15966	inventariado_nao_revisado
backend/src/modules/api/admin/private/settings/catalogs/repositories/interfaces/IAdminSettingsCatalogsRepository.ts	backend	codigo	2919d7d04ab2ddd29b2cecdb6d6e7d068cf19963	194	inventariado_nao_revisado
backend/src/modules/api/admin/private/settings/catalogs/use-cases/controller.ts	backend	codigo	13a8505abe29be46221254270363f78bf4471bb9	4921	inventariado_nao_revisado
backend/src/modules/api/admin/private/settings/catalogs/use-cases/services.ts	backend	codigo	965ea7f146bca91de4d0e9260d415e701b3bcf9d	7383	inventariado_nao_revisado
backend/src/modules/api/admin/private/settings/catalogs/validator/index.ts	backend	codigo	c7315cb42768fbd85089a9cd12a2939f9be928ee	2576	inventariado_nao_revisado
backend/src/modules/api/admin/private/settings/seo/DTOs/IAdminSettingsSeoDTO.ts	backend	codigo	ed18445c76ac7ad397dc8c5bbadea980f1a7f262	796	inventariado_nao_revisado
backend/src/modules/api/admin/private/settings/seo/index.ts	backend	codigo	4367c84723729c796f27103b4ba1e9e33c69112e	711	inventariado_nao_revisado
backend/src/modules/api/admin/private/settings/seo/use-cases/controller.ts	backend	codigo	3d34d636e647325364030e815861fb2b3943f07b	1551	inventariado_nao_revisado
backend/src/modules/api/admin/private/settings/seo/use-cases/services.ts	backend	codigo	fc623a3e2446f6d4795349429ffc001c7c813361	7292	inventariado_nao_revisado
backend/src/modules/api/admin/private/settings/seo/validator/index.ts	backend	codigo	bc1cb97ef757cbe87d6f7ab2d93ef8a78eeceb57	1541	inventariado_nao_revisado
backend/src/modules/api/admin/private/settings/subscription-plan/DTOs/IAdminSettingsSubscriptionPlanDTO.ts	backend	codigo	6a891cf5e1f4286969cf5fd07df6d55eb594a6f2	393	inventariado_nao_revisado
backend/src/modules/api/admin/private/settings/subscription-plan/index.ts	backend	codigo	3a6b0a7d4a10ce8946bb9dc2b78803f42171bc5f	215	inventariado_nao_revisado
backend/src/modules/api/admin/private/settings/subscription-plan/repositories/AdminSettingsSubscriptionPlanRepository.ts	backend	codigo	8dffabc1069943f9a8212f2b298cd838eba2516a	780	inventariado_nao_revisado
backend/src/modules/api/admin/private/settings/subscription-plan/repositories/interfaces/IAdminSettingsSubscriptionPlanRepository.ts	backend	codigo	a194e4bf6140623b9a2b23e05f8d1c2fcdd2273a	377	inventariado_nao_revisado
backend/src/modules/api/admin/private/settings/subscription-plan/use-cases/controller.ts	backend	codigo	c65e3461cfd643fa36f4e9c9f9a2446be390ef74	362	inventariado_nao_revisado
backend/src/modules/api/admin/private/settings/subscription-plan/use-cases/services.ts	backend	codigo	ce6f41b0bcfda32ea940953065853219920ab1dc	1291	inventariado_nao_revisado
backend/src/modules/api/admin/private/settings/subscription-plan/validator/index.ts	backend	codigo	0b48e3e7c40a757d38f9d5dfba67f19c8354beba	92	inventariado_nao_revisado
backend/src/modules/api/admin/private/traffic/export/index.ts	backend	codigo	724c1c8a7787127cbfab72bd4579f08edd35b566	204	inventariado_nao_revisado
backend/src/modules/api/admin/private/traffic/export/use-cases/controller.ts	backend	codigo	de7652b4a89e6e916b0c90f995890297be2835e9	435	inventariado_nao_revisado
backend/src/modules/api/admin/private/traffic/export/use-cases/services.ts	backend	codigo	aed776eade6ccd9d3a481bc305cfda273ec5d0c1	9910	inventariado_nao_revisado
backend/src/modules/api/admin/private/traffic/export/validator/index.ts	backend	codigo	9e0d9f22b5d3be0bb238f24ca3debdd4f222233c	59	inventariado_nao_revisado
backend/src/modules/api/admin/private/traffic/summary/DTOs/IAdminTrafficSummaryDTO.ts	backend	codigo	5c7e8eb7d72a8aa5a8abc7f7ed2c3b3fbcb36278	5812	inventariado_nao_revisado
backend/src/modules/api/admin/private/traffic/summary/index.ts	backend	codigo	724c1c8a7787127cbfab72bd4579f08edd35b566	204	inventariado_nao_revisado
backend/src/modules/api/admin/private/traffic/summary/repositories/AdminTrafficRepository.ts	backend	codigo	72c2152476a646bba670fb4c91ba2eaf940a740e	13429	inventariado_nao_revisado
backend/src/modules/api/admin/private/traffic/summary/repositories/interfaces/IAdminTrafficRepository.ts	backend	codigo	bc27ebbb613dab7215d24aafe060f9a2e448d268	3494	inventariado_nao_revisado
backend/src/modules/api/admin/private/traffic/summary/use-cases/controller.ts	backend	codigo	3755f0f955a58722c7f4ac22e17a80a4b765db21	391	inventariado_nao_revisado
backend/src/modules/api/admin/private/traffic/summary/use-cases/services.ts	backend	codigo	5f8372f9b7bd05cbd0b8efe5caf1bcb3366afc0c	386	inventariado_nao_revisado
backend/src/modules/api/admin/private/traffic/summary/use-cases/services/conversion-groups.ts	backend	codigo	6a981ed8755654cc748a41a10abdaeed2ae30d5a	10395	inventariado_nao_revisado
backend/src/modules/api/admin/private/traffic/summary/use-cases/services/device-location.ts	backend	codigo	79950efae2205d6fe6ea2feeeac259c41ed7cfc5	7394	inventariado_nao_revisado
backend/src/modules/api/admin/private/traffic/summary/use-cases/services/entry-conversions.ts	backend	codigo	c6572622d9bf350e43f9770bc7b336da16e4b7e7	8218	inventariado_nao_revisado
backend/src/modules/api/admin/private/traffic/summary/use-cases/services/overview.ts	backend	codigo	29111e2171baba172d04807450ca8bb5002b65c3	18380	inventariado_nao_revisado
backend/src/modules/api/admin/private/traffic/summary/use-cases/services/quality-ranking.ts	backend	codigo	e6e810072a9ec5830b0a49ee5910d00f83cd5d9e	8963	inventariado_nao_revisado
backend/src/modules/api/admin/private/traffic/summary/use-cases/services/summary-builder.ts	backend	codigo	ab0242dbefbe9bece5317691ddf0df8091ece6b4	3028	inventariado_nao_revisado
backend/src/modules/api/admin/private/traffic/summary/use-cases/services/timeline-sources.ts	backend	codigo	51d1448f5cfe3c8d73105247564fa07d1a448e76	8270	inventariado_nao_revisado
backend/src/modules/api/admin/private/traffic/summary/validator/index.ts	backend	codigo	bbf20007d35bea60a9238e2e75b5b5cecd77a844	415	inventariado_nao_revisado
backend/src/modules/api/admin/private/video-assets/index.ts	backend	codigo	caaafe8077fad443b5c9032dde1f6a1fbac2bae4	243	inventariado_nao_revisado
backend/src/modules/api/admin/private/video-assets/use-cases/controller.ts	backend	codigo	21b9341a7026831b91f724ff5fbdfaa88c8ca9a2	379	inventariado_nao_revisado
backend/src/modules/api/admin/private/video-assets/use-cases/services.ts	backend	codigo	6fdf92efa7694e184bc1ddfa27df30609ecf5c75	172	inventariado_nao_revisado
backend/src/modules/api/admin/private/video-assets/validator/index.ts	backend	codigo	aa4ff7d82b4d64e7f6c29e3d4a99ab9ec8c844eb	273	inventariado_nao_revisado
backend/src/modules/api/admin/public/auth/login/DTOs/IAdminLoginDTO.ts	backend	codigo	013311ba84b53836039ce629b39c614070d66458	79	lido_revisao_inicial
backend/src/modules/api/admin/public/auth/login/index.ts	backend	codigo	b297244f96e5e8dcf430a584c0b99266234f1cfb	315	lido_revisao_inicial
backend/src/modules/api/admin/public/auth/login/repositories/AdminLoginRepository.ts	backend	codigo	058e9891ce6230ede17ad70b00e2627025bfcdbd	2726	lido_revisao_inicial
