arquivo	escopo	categoria	git_blob_base_70d6b726	bytes	revisao
adrs/0132-analytics-video-player-sem-progresso-overlay.md	adrs	documentacao	a530043c0468b187e2227f3931c6feedffeb6389	1467	inventariado_nao_revisado
adrs/0133-salvos-respostas-foco-post.md	adrs	documentacao	410170e97721279fa8a364e881b6b17fa9eb5b7c	3180	inventariado_nao_revisado
adrs/0134-publico-atendido-labels-compactos.md	adrs	documentacao	a367109a242b8012e011e22a40354c8c0a57dd25	2025	inventariado_nao_revisado
adrs/0135-editor-profissional-chips-sem-container.md	adrs	documentacao	9f73f675622bd61ee6662ab338a814a7cc43ec45	2030	inventariado_nao_revisado
adrs/0136-action-bar-posts-respostas.md	adrs	documentacao	e5c89f571f340312af2eac6b7fcd9624269cc2c1	3898	inventariado_nao_revisado
adrs/0137-community-follow-button-hero.md	adrs	documentacao	e8839142f840c92f2b9156e7640caee89a33e822	2136	inventariado_nao_revisado
adrs/0138-create-post-media-permission-modal.md	adrs	documentacao	218959ec5d7a9214a1ac649024ce44eed843e2e9	7820	inventariado_nao_revisado
adrs/0139-composer-unico-respostas-desktop.md	adrs	documentacao	aeedd2b24595ef9de27e34505be0c3908290d35c	2292	inventariado_nao_revisado
adrs/0140-post-success-modal.md	adrs	documentacao	570eac2a364afc171e6cb72b46015837ad922894	4978	inventariado_nao_revisado
adrs/0141-post-owner-actions-mute-delete.md	adrs	documentacao	1f7001024291bb0c07416e333eb9c8aa39c331ec	5650	inventariado_nao_revisado
adrs/0142-perfil-psicologo-rolagem-infinita.md	adrs	documentacao	ff4ef9eca2aa100945c2f94b0106bf46d4ca99c6	3836	inventariado_nao_revisado
adrs/0143-post-cards-clique-unificado.md	adrs	documentacao	1ec4b27a1271ff7c03df25f7ecbc9f25f9c341ab	4493	inventariado_nao_revisado
adrs/0144-meus-posts-abas-integradas.md	adrs	documentacao	8c2eff45adc487035db6b63666d96ad55dde841a	2236	inventariado_nao_revisado
adrs/0145-edicao-post-publicado.md	adrs	documentacao	28b014eb548bac637c73795735d2368b197ccd1e	4203	inventariado_nao_revisado
adrs/0146-acoes-respostas-usuario.md	adrs	documentacao	ae4b265a09f669b0451d2c71f4d563ebb767b751	23735	inventariado_nao_revisado
adrs/0147-cortesia-verificada-whatsapp-comunidade.md	adrs	documentacao	b56d24bdfaf9966f25a79e05173ba3d4f5ad9493	10588	inventariado_nao_revisado
adrs/0148-imagens-horizontais-16-9-comunidade.md	adrs	documentacao	30c4acdf80cee3aee13d9ebf25c75cc260e0e1bc	4779	inventariado_nao_revisado
adrs/0149-carrossel-imagens-posts-comunidade.md	adrs	documentacao	8ec1db7bd0cc57cdad93dadfa2b5177fb9f00ca3	8241	inventariado_nao_revisado
adrs/0150-penalidade-leve-downvotes-ranking-comunidade.md	adrs	documentacao	268ef2c5c9044b5003ba076fd59b1c30dad411a6	1644	inventariado_nao_revisado
adrs/0151-padronizacao-frames-midia-comunidade.md	adrs	documentacao	b6e8e3540072c0f87501c41a09d84858f17c80fc	15526	inventariado_nao_revisado
adrs/0152-divisor-contexto-autor-cards-comunidade.md	adrs	documentacao	a0a83681c30345eeb2ab631317eff477abbc41f3	3115	inventariado_nao_revisado
adrs/0153-fundo-branco-posts-psicologos-dentro-post.md	adrs	documentacao	e1e69482c88e4dd10b2ded527915d11ea64d17eb	1321	inventariado_nao_revisado
adrs/0154-scroll-infinito-meus-posts-respostas.md	adrs	documentacao	73060ff0189fc30b89ffee93843ca8f97317f243	2012	inventariado_nao_revisado
adrs/0155-midia-respostas-meus-posts.md	adrs	documentacao	0ee7e21c0c87cdf08d498cc90075fc8636088f21	1396	inventariado_nao_revisado
adrs/0156-botao-midia-edicao-comentario.md	adrs	documentacao	55f4a95c814089cdc47f0a4537d8e72bbc3588ff	2374	inventariado_nao_revisado
adrs/0157-reversao-fundo-cinza-feed-comunidade.md	adrs	documentacao	34174ac8e7aeff565c9b754f27aacdfa49e15fb1	1299	inventariado_nao_revisado
adrs/0158-remocao-sombra-chips-perfil-psicologo.md	adrs	documentacao	281a5547c8ed88f2da111399b6401d2cccb697dc	1250	inventariado_nao_revisado
adrs/0159-remocao-sombra-acoes-desktop-psicologos.md	adrs	documentacao	f24688d23cb06e8aaa4e07182fee154ef162a712	1432	inventariado_nao_revisado
adrs/0160-background-uniforme-comunidades-feed.md	adrs	documentacao	57e6c7622a7c516022a90162f8392db9b5fa06ad	2222	inventariado_nao_revisado
adrs/0161-contadores-privados-meus-posts-respostas.md	adrs	documentacao	a55d603604cf2ff0342999c7e59b3030fc276f3e	1551	inventariado_nao_revisado
adrs/0162-previa-profissional-apenas-posts-pacientes.md	adrs	documentacao	36521ef0d642a201be0149dd3467d19edd586a06	1266	inventariado_nao_revisado
adrs/0163-confirmacao-exclusao-video-perfil.md	adrs	documentacao	a0dc121a08844ac93e94a879e50dd07a258cf7df	1155	inventariado_nao_revisado
adrs/0164-cta-whatsapp-conectado-midias-comunidade.md	adrs	documentacao	147d6d53c66ce0ce57f628360d6ec2eb7f5b26c1	9638	inventariado_nao_revisado
adrs/0165-catalogo-comunidades-depressao-tdah.md	adrs	documentacao	6ea100c32b34fc2324bb28053c6331eadc8b1330	5750	inventariado_nao_revisado
adrs/0166-header-feed-comunidades-premium.md	adrs	documentacao	8156d753747c29bfd9c40856dee13d52da40fca8	4912	inventariado_nao_revisado
adrs/0167-alias-anonimo-estavel-por-usuario.md	adrs	documentacao	35af00e5919f3297d75d6e48650304dc5c27fef5	3353	lido_revisao_inicial
adrs/0168-icones-azuis-notificacoes-whatsapp.md	adrs	documentacao	d585df97f00571c2490745d4f348448a17c7d502	1459	inventariado_nao_revisado
adrs/0169-autoria-notificacoes-profissionais.md	adrs	documentacao	d7917fe50d22e8cf46b3f60d5946c8a725999339	2470	inventariado_nao_revisado
adrs/0170-simbolo-lectum-svg-escalavel.md	adrs	documentacao	fb5486dbed60f1cc2fb90e66f2228533883e0b74	1532	inventariado_nao_revisado
adrs/0171-boas-vindas-paciente-layout-premium.md	adrs	documentacao	0e3ea69448982faaf012af2ed800f37896bc9382	16692	inventariado_nao_revisado
adrs/0172-bloqueio-checkout-mercado-pago-credenciais.md	adrs	documentacao	e606573b1a9a3ad876ed3d08ba3f00f73e6e51e5	2711	inventariado_nao_revisado
adrs/0173-checkout-assinatura-mercado-pago-preapproval.md	adrs	documentacao	b67854777beae2e9bbda0f446ac61630c741d229	14276	inventariado_nao_revisado
adrs/0174-gestao-assinatura-cartao-mercado-pago.md	adrs	documentacao	89b8ef2e9b3f9eb3a631c054ecb6cf4a873e08cc	2669	inventariado_nao_revisado
adrs/0175-analytics-video-retencao-orientada.md	adrs	documentacao	c3903bbf9a9788afe1a3fff2ff5572860e6bf319	11217	inventariado_nao_revisado
adrs/0176-politica-senha-menor-friccao.md	adrs	documentacao	6e160ce4a02b7ea904e9eb503444f2e8d0d4aa77	2471	lido_revisao_inicial
adrs/0177-pwa-atalho-mobile-lectum.md	adrs	documentacao	41288fc93cb79a8a1a0e44c9421a1cddc9003a56	10780	inventariado_nao_revisado
adrs/0178-politica-seo-ia-crawlers.md	adrs	documentacao	b84b7be1d51d99e3db69e46ac6b92beb68bf4d89	3805	inventariado_nao_revisado
adrs/0179-permissao-contextual-notificacoes-navegador.md	adrs	documentacao	4942b4e85ca6d5fc0de838f3d17b5de258268219	7660	inventariado_nao_revisado
adrs/0180-rotas-publicas-psicologos-comunidades.md	adrs	documentacao	09ecf69ae052446cb64df571566af37a5723eb30	3974	inventariado_nao_revisado
adrs/0181-controles-imersivos-video-psicologos.md	adrs	documentacao	383d1a9de463ccfc12c10ed6dcaea4d068fd57fc	9075	inventariado_nao_revisado
adrs/0182-denuncias-posts-admin-ready.md	adrs	documentacao	baca981bf47fdfc656102bda51f6da0923761f3b	3306	inventariado_nao_revisado
adrs/0183-prioridade-plano-gratuito-billing.md	adrs	documentacao	0bb4d88e5bd15e3092c15813a68c073fa6426ac3	4344	inventariado_nao_revisado
adrs/0184-bloqueio-task34-qualidade-lgpd-operacao.md	adrs	documentacao	9ebc78300360fd699e28c27570bb2f243d5a1ff2	3737	inventariado_nao_revisado
adrs/0185-hardening-operacional-task34.md	adrs	documentacao	6c90c8ce5dc5f868e8b08ed9cb36f4980bc1583b	4622	inventariado_nao_revisado
adrs/0186-bloqueio-cpf-crp-validacao-profissional.md	adrs	documentacao	7cad08591a528781e0e2d841999a59e88c89354f	4478	inventariado_nao_revisado
adrs/0187-escopo-v1-psicologia-expansao-multiprofissional.md	adrs	documentacao	67bc124368be7b0fec104de6e680ea41be9630c9	3771	inventariado_nao_revisado
adrs/0188-navegacao-global-inicio-sidebar-flat.md	adrs	documentacao	e27eb088ebaf19fbd3d6ac55d8305d58c91ee836	2086	inventariado_nao_revisado
adrs/0189-feed-comunidade-home-publica.md	adrs	documentacao	a2b1325236205c0ee874fe7856201bb24636bfba	1734	inventariado_nao_revisado
adrs/0190-range-requests-midia-publica.md	adrs	documentacao	709208c7af5a022764e71f49d82bed947f163adf	1955	inventariado_nao_revisado
adrs/0191-layout-compartilhamento-social-video-resposta.md	adrs	documentacao	57799172fd2f71bf9a5c38a0fff066fcd82f5fa2	147620	inventariado_nao_revisado
adrs/0192-menu-opcoes-comentarios-sobreposicao.md	adrs	documentacao	8193ac731ec2b21907acc3558965388c07d2b22b	2399	inventariado_nao_revisado
adrs/0193-controles-nativos-video-comunidade-sem-menu-extra.md	adrs	documentacao	8d33c72ce79a41efef76ceb006f67bb40cf3d402	2640	inventariado_nao_revisado
adrs/0194-autoacoes-profissional-fora-de-analytics-notificacoes.md	adrs	documentacao	d53f979a2c6ea6758991f4ccbdc18032704e9497	2069	inventariado_nao_revisado
adrs/0195-autoacoes-paciente-posts-sem-notificacoes.md	adrs	documentacao	2852d55acb62ddff5952a3b687316c8de1120df4	2139	inventariado_nao_revisado
adrs/0196-controles-post-feed-resposta-destacada.md	adrs	documentacao	355a733570efaa4b1e9b1a06e7576ec4391f63d7	2537	inventariado_nao_revisado
adrs/0197-scrollbar-mobile-opt-in-telas-principais.md	adrs	documentacao	084663aaac957461ef9b4c74452bf0259fdd7537	3590	inventariado_nao_revisado
adrs/0198-endereco-billing-sincroniza-perfil-psicologo.md	adrs	documentacao	f8934cab203f0c7edc82c1c4b93cb7d98d04b811	1644	inventariado_nao_revisado
adrs/0199-fluxo-pago-cfp-antes-whatsapp.md	adrs	documentacao	4761fcfc677c65d1cdaf66f137e4aededd55637a	2616	inventariado_nao_revisado
adrs/0200-checkout-ativo-redireciona-endereco.md	adrs	documentacao	90535497074f42035f52e9da484717c11af9caa3	1191	inventariado_nao_revisado
adrs/0201-verificacao-cfp-retomavel-fluxo-pago.md	adrs	documentacao	1658457c9283797a92678eb82beb930d1fd1004a	4412	inventariado_nao_revisado
adrs/0202-ngrok-skip-browser-warning-api-publica.md	adrs	documentacao	4829a12fcf343ad9cb9c38a82e744dcf367ecf2c	1861	inventariado_nao_revisado
adrs/0203-google-oauth-falha-limpa-sessao-antiga.md	adrs	documentacao	ca97f7c8a6ba3e26841b1f40f80bf528f7074c52	3321	inventariado_nao_revisado
adrs/0204-upgrade-direto-checkout-profissional.md	adrs	documentacao	d6847bd07f76b7d524928c41b121af882d7d2253	4302	inventariado_nao_revisado
adrs/0205-beneficios-assinatura-comunidades-midia-sem-suporte-prioritario.md	adrs	documentacao	bef3115abf7de892692c004b9170f16c5d9406b8	4715	inventariado_nao_revisado
adrs/0206-crp-cfp-preserva-regional-registro.md	adrs	documentacao	1baa4170d19f088b006d0af3521f4477bff34ad8	2368	inventariado_nao_revisado
adrs/0207-dev-tunnel-public-files-proxy.md	adrs	documentacao	4d7d9b255f2f0f2395a4b55614cbdc13a754f6d7	2120	inventariado_nao_revisado
adrs/0208-alterar-cartao-acao-enxuta.md	adrs	documentacao	91a10d723f08f7b113b616c5b41b67b01e6dff33	3179	inventariado_nao_revisado
adrs/0209-historico-pagamentos-billing-real.md	adrs	documentacao	76816a07f25d6ddecf42d2316e2e96900cd6d413	6160	inventariado_nao_revisado
adrs/0210-cancelamento-assinatura-profissional.md	adrs	documentacao	8610a3231c025ceb826e3ceec8bd1905ca6ec448	2004	inventariado_nao_revisado
adrs/0211-icone-verificado-assinatura.md	adrs	documentacao	bb33c9586d067dc0b2f213a6b8c4821e3609bfd3	1294	inventariado_nao_revisado
adrs/0212-copy-generica-gateway-usuario.md	adrs	documentacao	7acdaf9762553d7b4cd94ed56b313de53b60431f	1750	inventariado_nao_revisado
adrs/0213-billing-cortesia-sem-cobranca-cartao.md	adrs	documentacao	cf1b4cc1e7914c15460326d57220c90b51d144f8	2545	inventariado_nao_revisado
adrs/0214-billing-cortesia-cta-cartao-futuro.md	adrs	documentacao	1672fefc0bf5652e6f98f0b6769e59cf52f47c85	2651	inventariado_nao_revisado
adrs/0215-cartao-futuro-cortesia-antes-endereco.md	adrs	documentacao	0b925dfb3a0d05e70096fb79d2413b9d57cab4b9	5021	inventariado_nao_revisado
adrs/0216-login-preserva-query-callback-privado.md	adrs	documentacao	065f0d077f6b4b3e897990931e5a0b30ed6b66be	2103	inventariado_nao_revisado
adrs/0217-data-nascimento-perfil-psicologo.md	adrs	documentacao	089dfa08e845e1fb286da79892a668878029e1a9	3821	inventariado_nao_revisado
adrs/0218-perfis-demonstrativos-psicologos-videos.md	adrs	documentacao	79a50c65ac7c7e5a374d535a8327a8c1e7d30fac	3475	inventariado_nao_revisado
adrs/0219-nomes-profissionais-sem-honorificos.md	adrs	documentacao	661e9b7658cdd763094ac9ded7c57e3fcff97fd9	1941	inventariado_nao_revisado
adrs/0220-botoes-de-autenticacao-sem-quebra-de-linha.md	adrs	documentacao	6965943cf03734540f28702972fa53f9140f5901	1849	inventariado_nao_revisado
adrs/0221-video-resposta-como-desempate-destaque.md	adrs	documentacao	77931f8a7b423b884df3d985581b2d48f52ab514	1961	inventariado_nao_revisado
adrs/0222-descoberta-publica-nao-redireciona-por-dicas.md	adrs	documentacao	fece5ea009686ace237c34110e18acbecefd3708	2296	inventariado_nao_revisado
adrs/0223-destaque-profissional-apenas-resposta-direta.md	adrs	documentacao	3479d4a97cf10c6e1048bbafccef66c85e1b184f	1638	inventariado_nao_revisado
adrs/0224-exemplos-video-respostas-diretas.md	adrs	documentacao	4c50c967b5eecacc086ae5496a9592888169b389	1991	inventariado_nao_revisado
adrs/0225-admin-audiencia-separada.md	adrs	documentacao	51a8a804d642f57a49a99fb9350b017777bc104b	2151	inventariado_nao_revisado
adrs/0226-admin-app-separado-shell.md	adrs	documentacao	a28e25a578654ceb91ab5f7555a908a09c294ff5	3192	inventariado_nao_revisado
adrs/0227-sessoes-visitantes-tipo-dispositivo.md	adrs	documentacao	0fe90e7057cd13ac3dbc72a767cebcba0cf8a7a5	2994	inventariado_nao_revisado
adrs/0228-dashboard-admin-agregacoes-reais.md	adrs	documentacao	dc7eac89ebde2a74b67f1b0f5ca877bd2c0aff0c	3848	inventariado_nao_revisado
adrs/0229-analytics-first-party-pageviews-trafego.md	adrs	documentacao	f937b77c3307d3e8b9887b2970baa24d27359ddf	5552	inventariado_nao_revisado
adrs/0230-admin-trafego-agregacoes.md	adrs	documentacao	b801314be5c547aa52a1cfd9bf299f6c88012e23	30698	inventariado_nao_revisado
adrs/0231-admin-comunidades-dashboard-agregacoes.md	adrs	documentacao	c6f7ad2e96ad8544f6b01f92b4cabf99c25cf993	29320	inventariado_nao_revisado
adrs/0232-regras-editaveis-comunidade-admin.md	adrs	documentacao	507525bdd4bde9150385ae6527b18c9a81671bb4	3801	inventariado_nao_revisado
adrs/0233-admin-psicologos-dashboard-ranking.md	adrs	documentacao	33bbb63036829eda3e38bdf8444bf475f3d2361c	10408	inventariado_nao_revisado
adrs/0234-admin-lista-psicologos-ranking-filtros.md	adrs	documentacao	a0d89e0832e76f9fe043b76f09daf5edbf9c5168	17517	inventariado_nao_revisado
adrs/0235-admin-detalhe-psicologo-dados-sensiveis.md	adrs	documentacao	d1b58e389077e1f26b59eab74e6cb7ed4d859fa3	2616	inventariado_nao_revisado
adrs/0236-admin-plano-pagamentos-cortesia-psicologo.md	adrs	documentacao	3763b76dfc85dc4b21b65a9cb91bb94cb71804d6	34360	inventariado_nao_revisado
adrs/0237-admin-psicologo-estatisticas-publicacoes.md	adrs	documentacao	7b292fc2cd9f1ff4e71a399983cbd5a270e42553	27988	inventariado_nao_revisado
adrs/0238-admin-psicologo-avaliacoes-denuncias-readonly.md	adrs	documentacao	956e1a2df38f6257d73472bac8ce2c4906091bdb	3518	inventariado_nao_revisado
adrs/0239-admin-atividades-psicologo-feed-derivado.md	adrs	documentacao	54690a0e53ebc8ccdac63c4045a8e067ac6aa1f3	5176	inventariado_nao_revisado
adrs/0240-admin-pacientes-dashboard-dados-agregados.md	adrs	documentacao	bc0ad7bc2ab55b5cdb41a674c2515219890f11f5	17416	inventariado_nao_revisado
adrs/0241-admin-detalhe-paciente-dados-minimos-readonly.md	adrs	documentacao	1d2d6329e1280c0188eb0a9797f5b6fa5f27200c	10022	inventariado_nao_revisado
adrs/0242-admin-financeiro-receita-mrr-exportacao.md	adrs	documentacao	17a65a8bdbd1a3cfc8c9509de085e3dd06b054a4	30757	inventariado_nao_revisado
adrs/0243-admin-campanhas-logs-notificacoes.md	adrs	documentacao	815a3c2d85576218bd60f40ac095a9bf27949caa	3012	inventariado_nao_revisado
adrs/0244-admin-notificacoes-ui-push-disponibilidade.md	adrs	documentacao	6bb035b15e17b03b2526b19fb787eaacdc545e89	2469	inventariado_nao_revisado
adrs/0245-admin-catalogos-filtros.md	adrs	documentacao	bfa547f408f6834b5f44d26ea3f84a66aad493ea	5528	inventariado_nao_revisado
adrs/0246-admin-googleusercontent-avatar-host.md	adrs	documentacao	136adb509b9f9b3410bfec9ef701cb44cbd2716c	1391	inventariado_nao_revisado
adrs/0247-admin-shell-sem-header-global.md	adrs	documentacao	98b4b8c135c6c38008d62edc6ca3220a6d888ca9	1482	inventariado_nao_revisado
adrs/0248-admin-psicologos-submenu.md	adrs	documentacao	1b86fe3b7a08b1a73562a15c61ed0cd22800c041	2762	inventariado_nao_revisado
adrs/0249-admin-detalhe-psicologo-header-canonico.md	adrs	documentacao	9182a53b18341c093fb5e4fe7c4830a97e69e9b4	3277	inventariado_nao_revisado
adrs/0250-admin-sidebar-compacta.md	adrs	documentacao	dfd06d6d5617b527bb81024b2d1b3bbdf5d16746	1536	inventariado_nao_revisado
adrs/0251-verificacao-profissional-manual-crp.md	adrs	documentacao	8cbe465979b60642d154e3b2503024235705569a	15913	inventariado_nao_revisado
adrs/0252-edicao-admin-auditada-dados-psicologo.md	adrs	documentacao	002545b8a8718afdbdcbd297094856f8712eec15	3865	inventariado_nao_revisado
adrs/0253-admin-visibilidade-publica-perfil-psicologo.md	adrs	documentacao	6c70a3e286ab77b1f6eb30735c19411cea08625c	3731	inventariado_nao_revisado
adrs/0254-suporte-admin-conta-psicologo.md	adrs	documentacao	29a116a8152988cf8bde53dc722e16e91ed08604	6592	inventariado_nao_revisado
adrs/0255-admin-ocultar-cortesia-plano-profissional.md	adrs	documentacao	95d9f77b034e46edfad4bf4210976a6ab48e97a4	2099	inventariado_nao_revisado
adrs/0256-cortesia-pula-fluxo-assinatura-endereco.md	adrs	documentacao	0d4443b9636c814d943e44562f5296ca17fb3e6d	2705	inventariado_nao_revisado
adrs/0257-nome-profissional-psicologo-whatsapp.md	adrs	documentacao	16314b97ae1a7ab665d90131b7a0d263b2fcbdb4	4345	inventariado_nao_revisado
adrs/0258-padrao-contadores-graficos-admin.md	adrs	documentacao	d839478a1e5bddb26755387ae9fe215dce7f8d32	2330	inventariado_nao_revisado
adrs/0259-card-analises-video-admin.md	adrs	documentacao	f8bf253afd6c6f93fdfabc21bc91418059f0429b	1696	inventariado_nao_revisado
adrs/0260-estatisticas-comunidade-contadores-curvas-admin.md	adrs	documentacao	9f101dec183a942ab649248978ee2f1e755cb2dd	3156	inventariado_nao_revisado
adrs/0261-padronizacao-granularidade-temporal-graficos-admin.md	adrs	documentacao	771274a1634d855fc62bd6903a4695d246933f5e	1462	inventariado_nao_revisado
adrs/0262-resolucao-admin-denuncias-recebidas.md	adrs	documentacao	918d43e27970274a744dc6c6d8e8a0f8041a096f	7712	inventariado_nao_revisado
adrs/0263-admin-psicologos-piloto-premium.md	adrs	documentacao	0a7ffbd1ce6af2ca4e984b4c6e5924f5cab6e0f7	45156	inventariado_nao_revisado
adrs/0264-admin-comunidade-abas-conteudo-ranking.md	adrs	documentacao	f44f5683c5c85ece7b53653fcc9b064039169626	74095	inventariado_nao_revisado
adrs/0265-socket-hidratacao-assincrona-best-effort.md	adrs	documentacao	c81536f2388dc5a410077c2872fff89a0231ae42	2018	inventariado_nao_revisado
adrs/0266-metricas-conversao-uso-psicologos-admin.md	adrs	documentacao	88d4b3f95253c1fc08d7d2b28ad05fe566ad4533	38053	inventariado_nao_revisado
adrs/0267-origem-trafego-psicologo-admin.md	adrs	documentacao	7e725e27c84e6773da5f8293416fb3daddeeef9d	5382	inventariado_nao_revisado
adrs/0268-orquestracao-local-admin-pnpm-dev.md	adrs	documentacao	ae68365a5ea4ebb7ef43cb969a380762923c79f5	1863	inventariado_nao_revisado
adrs/0269-acoes-conta-psicologo-admin.md	adrs	documentacao	9f9d5ebd38901ad94bd9682ac28731cafb4fc6a7	5297	inventariado_nao_revisado
adrs/0270-moderacao-textual-deterministica-alertas-admin.md	adrs	documentacao	886a5f3849a844892684369d6ef0957306c02089	6480	inventariado_nao_revisado
adrs/0271-lista-admin-comunidades-rota-real.md	adrs	documentacao	2483a7308814da33b4a53cd6cf2f346a0ff35eab	7218	inventariado_nao_revisado
adrs/0272-detalhe-admin-comunidade-identidade-textos.md	adrs	documentacao	4d72dec49d3199b563556cdcf7ac436aa3df4aa3	3174	inventariado_nao_revisado
adrs/0273-cor-unica-identidade-visual-comunidades.md	adrs	documentacao	418abdd9ec4cc18863fa6cb49644025f446d3b09	2770	inventariado_nao_revisado
adrs/0274-regras-comunidade-descritivas-arrastaveis.md	adrs	documentacao	629b4040d261d9d26570627daeb479a4f2c621a5	3255	inventariado_nao_revisado
adrs/0275-periodo-hoje-filtros-admin.md	adrs	documentacao	44572147f5156d25920876f637d4a6b603eb7bcd	1723	inventariado_nao_revisado
adrs/0276-miniplayer-video-perfil-psicologo.md	adrs	documentacao	3f55ad771ede4b55ef07cf2e42fd885f47d755d9	2283	inventariado_nao_revisado
adrs/0278-detalhe-analytics-conteudo-admin.md	adrs	documentacao	afd8bee3e89106ced0b58c6f01babf68a3dcf95b	9896	inventariado_nao_revisado
adrs/0279-demanda-real-filtros-psicologos-admin.md	adrs	documentacao	a0537c9b0ab9e09ed7768f7f7d6d83e14ae7fe55	6050	inventariado_nao_revisado
adrs/0280-admin-publicacoes-psicologo-hierarquia-acoes.md	adrs	documentacao	f000a35bdfafa50a39b932c3298e3b1782cd11e9	1962	inventariado_nao_revisado
adrs/0281-submenu-admin-pacientes.md	adrs	documentacao	11ab69df4f7b0eb6bea595bc9b74dc2b81ff0861	7300	inventariado_nao_revisado
adrs/0282-contador-acessos-estatisticas-pessoas-comunidade.md	adrs	documentacao	f38a93dd2763e0503ba5a5b142bfd946c99b71c9	3117	inventariado_nao_revisado
adrs/0283-devices-psicologos-admin.md	adrs	documentacao	b43c073e45e2f3cc5074121fb97559a3ece241e3	3629	inventariado_nao_revisado
adrs/0284-horarios-maior-atividade-comunidade-admin.md	adrs	documentacao	44589c6cd3d6b68e57e544da89c0af74c21c22ac	5084	inventariado_nao_revisado
adrs/0285-admin-psicologo-header-metadados.md	adrs	documentacao	d1eff67430f1d4b0f636b4aa45da907ac768dd1c	5704	inventariado_nao_revisado
adrs/0286-admin-psicologo-geral-tres-situacoes.md	adrs	documentacao	0f2bf4b36e1802867db20ccfad5ac8659689e925	6132	inventariado_nao_revisado
adrs/0287-admin-paciente-abas-padronizadas.md	adrs	documentacao	833fa0f37ba45729e032bc4a1cc285bd7a7fabfd	2823	inventariado_nao_revisado
adrs/0288-admin-login-backend-dev-conectividade.md	adrs	documentacao	a5d52ccb79fc30061a242758d0d2580b2cdbe03f	3482	inventariado_nao_revisado
adrs/0289-cobertura-acolhimento-estatisticas-comunidade-admin.md	adrs	documentacao	cf82a9069dd310a78bed5dd5181106a35a87a569	10324	inventariado_nao_revisado
adrs/0290-admin-paciente-edicao-dados-pessoais-limitada.md	adrs	documentacao	d829ce60f1ca1bc0d259e0f00f48e3949ffe0101	4042	inventariado_nao_revisado
adrs/0291-admin-paciente-conta-acesso-paridade-psicologo.md	adrs	documentacao	335fdfeaaee109976cd800bcd05d1b6982304b12	5634	inventariado_nao_revisado
adrs/0292-correcao-encoding-copy-ui-admin.md	adrs	documentacao	44ced05a23ba6d29e9f2e04782da79070988b128	3647	inventariado_nao_revisado
adrs/0293-admin-paciente-atividades-paridade-psicologo.md	adrs	documentacao	50da478d53fb4b48381353d228723fc5506ad33f	3232	inventariado_nao_revisado
adrs/0294-admin-paciente-estatisticas-comunidade-paridade.md	adrs	documentacao	49cdf7dcb9bf4db79f857b4257ced7a2e8088896	12625	inventariado_nao_revisado
adrs/0295-admin-filtros-periodo-sem-personalizado-visivel.md	adrs	documentacao	4eafa6e669b1031059bf5553c00ccad4beef3064	3940	inventariado_nao_revisado
adrs/0296-admin-paciente-denuncias-post-report-readonly.md	adrs	documentacao	fabdad7582afe5fbdbf3fd23d67510757333c78a	1893	inventariado_nao_revisado
adrs/0297-indicador-urgencia-menu-moderacao-admin.md	adrs	documentacao	5f9b860156ca8d9fccc408ca3f11846327c16def	3339	inventariado_nao_revisado
adrs/0298-hardening-auth-timeout-admin.md	adrs	documentacao	3e1865d31ee1113efdff2875b88262219dce78d3	1714	inventariado_nao_revisado
adrs/0299-admin-paciente-publicacoes-tabela-metricas.md	adrs	documentacao	a59d1a7a12d1831fed60881e8df37d52a26dc37b	3528	inventariado_nao_revisado
adrs/0300-diagnostico-engajamento-comunidades-admin.md	adrs	documentacao	5a19f08140fb0d9c30bcdeef2c83e22739bfa036	11098	inventariado_nao_revisado
adrs/0301-ordem-publica-categorias-especialidades-configuracoes.md	adrs	documentacao	57b01c614bdaf1fba53057640d9f2343f97d0d4b	1489	inventariado_nao_revisado
adrs/0302-admin-notificacoes-periodo-padrao-lectum.md	adrs	documentacao	e84567c5f9a720fb4830e147cc820c0c46809020	1987	inventariado_nao_revisado
adrs/0303-admin-notificacoes-filtros-por-tabela.md	adrs	documentacao	d5a15ad9ab16f46c2f730136a60d6e493d1cb09f	4407	inventariado_nao_revisado
adrs/0304-admin-notificacoes-email-smtp.md	adrs	documentacao	db265599cade9e0132793d380a2d31468bb53594	2357	inventariado_nao_revisado
adrs/0305-admin-notificacoes-logs-status-engajamento.md	adrs	documentacao	1e847b3ae2d8d1f87324c686c5de77523bd4e4df	1690	inventariado_nao_revisado
adrs/0306-sessoes-por-device-uso-individual-admin.md	adrs	documentacao	b10a1d59e5a0dae050e35d2293060049624cfd0b	3229	inventariado_nao_revisado
adrs/0307-admin-psicologos-visao-geral-filtros-integrados.md	adrs	documentacao	63d6165cd168af6c140587513143b4b8e4bc6811	2452	inventariado_nao_revisado
adrs/0308-admin-financeiro-submenu.md	adrs	documentacao	a84ac0856733a0db4c23b01587e70420df14bc12	2339	inventariado_nao_revisado
adrs/0309-admin-assinaturas-saude-pagamento.md	adrs	documentacao	8b0113dc5aac5443c4752580e49d3c0511bf8450	6536	inventariado_nao_revisado
adrs/0310-distribuicao-formato-conteudo-psicologo-admin.md	adrs	documentacao	a9ddf4ea90c6fd849995e871bb817e2ffea9db65	3201	inventariado_nao_revisado
